District_Name,Year,Annual,Kharif,Summer,Winter,Autumn,Rabi
Bhadrak,2009,1290.4,739.4,376.9,23.4,152.9,152.9
Bhadrak,2010,2100.7,957.4,429.2,23.3,668.8,690.8
Bhadrak,2011,1680.2,987.4,406.6,13.9,285.0,285.0
Bhadrak,2012,1792.8,1018.2,440.0,0.2,320.5,320.7
Bhadrak,2013,1476.7,1121.0,311.3,94.3,44.4,44.4
Bhadrak,2014,2041.8,1449.3,417.0,44.0,81.3,81.3
Bhadrak,2015,1512.6,780.7,666.7,0.0,21.2,21.2
Bhadrak,2016,1868.0,1304.0,367.8,0.3,196.3,196.3
Bhadrak,2017,1313.3,643.8,278.7,37.4,368.6,390.5
Bhadrak,2018,1455.0,962.9,441.5,43.8,35.1,35.1
Bhagalpur,2000,1638.0,1115.2,371.8,51.2,108.6,108.6
Bhagalpur,2001,920.0,516.2,255.6,11.3,97.0,97.0
Bhagalpur,2002,1955.7,1478.6,351.3,37.9,101.8,114.3
Bhagalpur,2003,1518.2,1170.2,280.9,17.2,41.3,41.7
Bhagalpur,2004,1635.5,1154.7,403.8,49.0,26.2,60.2
Bhagalpur,2005,2231.5,1607.0,488.0,0.4,121.2,121.6
Bhagalpur,2006,2532.5,1637.1,607.7,27.3,287.7,287.7
Bhagalpur,2007,1872.4,1163.0,647.5,3.2,34.6,34.6
Bhagalpur,2008,1840.6,971.1,560.9,22.5,305.3,305.3
Bhagalpur,2009,1613.2,1163.4,364.2,86.7,63.1,63.1
Bhagalpur,2010,2109.7,1156.5,592.5,16.1,268.5,273.8
Bhagalpur,2011,1478.1,886.9,386.8,23.2,193.5,193.5
Bhagalpur,2012,1572.2,1124.2,339.2,0.0,85.8,85.8
Bhagalpur,2013,1429.0,977.3,373.2,20.3,78.2,78.5
Bhagalpur,2014,1532.3,1136.7,332.7,37.1,43.0,43.0
Bhagalpur,2015,1599.2,1022.3,442.8,0.6,97.0,97.0
Bhagalpur,2016,1382.1,784.6,414.0,1.6,182.9,182.9
Bhagalpur,2017,810.0,504.2,278.4,7.1,24.9,25.8
Bhagalpur,2018,1464.9,918.4,515.6,111.6,23.3,24.7
Bhandara,2000,1271.0,1024.2,159.0,28.6,87.5,87.5
Bhandara,2001,2099.3,1696.5,275.9,67.1,98.3,98.3
Bhandara,2002,1359.3,1050.8,186.1,20.7,55.2,55.2
Bhandara,2003,825.8,653.6,85.7,22.8,65.8,65.8
Bhandara,2004,1237.9,866.7,129.6,154.9,121.2,218.6
Bhandara,2005,1398.1,1019.2,173.0,18.7,148.3,148.3
Bhandara,2006,1312.7,868.3,335.8,19.8,89.8,89.8
Bhandara,2007,1105.2,796.1,288.7,0.6,0.6,0.6
Bhandara,2008,1389.1,745.6,536.5,5.9,106.3,106.3
Bhandara,2009,1064.8,725.6,325.8,18.7,7.4,7.4
Bhandara,2010,1436.5,1241.8,133.6,25.2,42.1,42.4
Bhandara,2011,947.3,718.6,195.6,171.8,8.1,8.1
Bhandara,2012,1560.6,1102.4,194.6,2.6,89.1,91.7
Bhandara,2013,1177.1,993.4,170.2,8.2,13.5,13.5
Bhandara,2014,1250.5,920.1,299.1,1.1,23.1,23.1
Bhandara,2015,1102.7,827.9,273.0,0.0,0.7,0.7
Bhandara,2016,1021.1,873.1,49.4,41.7,91.4,98.6
Bhandara,2017,1511.8,1206.3,187.3,11.6,76.5,83.7
Bhandara,2018,1215.4,1017.1,189.4,54.9,4.5,4.5
Bharatpur,2000,516.7,457.1,45.8,29.7,1.0,1.0
Bharatpur,2001,569.9,491.4,48.7,26.4,0.0,0.0
Bharatpur,2002,813.1,743.2,43.5,30.1,0.0,0.0
Bharatpur,2003,948.5,643.5,269.8,0.9,5.1,5.1
Bharatpur,2004,463.6,321.7,81.9,29.3,31.0,59.1
Bharatpur,2005,657.0,533.5,94.5,10.2,27.8,27.8
Bharatpur,2006,602.6,489.3,83.1,1.4,20.0,20.0
Bharatpur,2007,344.9,266.0,77.3,1.9,0.2,0.2
Bharatpur,2008,554.6,334.9,208.3,40.4,9.6,9.6
Bharatpur,2009,433.5,315.4,58.3,45.2,8.2,19.4
Bharatpur,2010,693.6,607.5,47.2,12.8,0.0,4.8
Bharatpur,2011,484.4,336.6,64.9,2.0,74.9,74.9
Bharatpur,2012,623.7,572.6,49.0,0.1,0.0,0.1
Bharatpur,2013,360.6,254.6,103.3,54.2,2.0,2.7
Bharatpur,2014,443.4,266.8,123.1,0.7,0.0,0.0
Bharatpur,2015,720.1,478.4,239.7,0.0,1.1,1.1
Bharatpur,2016,487.2,403.1,39.1,22.6,44.5,45.1
Bharatpur,2017,699.8,626.1,20.7,27.8,30.4,31.1
Bharatpur,2018,724.8,546.0,151.8,3.3,0.0,0.0
Bharuch,2000,848.4,689.5,142.7,3.9,16.2,16.2
Bharuch,2001,1178.8,800.3,374.5,3.9,0.2,0.2
Bharuch,2002,643.0,620.4,4.1,0.3,14.7,14.7
Bharuch,2003,767.0,649.6,98.2,1.2,18.9,18.9
Bharuch,2004,1102.3,694.6,381.6,14.3,11.7,25.0
Bharuch,2005,1053.8,862.3,131.9,1.4,58.6,58.6
Bharuch,2006,582.9,404.3,118.0,0.0,59.2,59.2
Bharuch,2007,547.7,395.5,148.2,3.4,0.6,4.0
Bharuch,2008,768.0,541.3,206.3,0.0,20.4,20.4
Bharuch,2009,743.6,471.5,272.1,0.2,0.0,0.0
Bharuch,2010,971.1,747.2,219.6,0.0,4.1,4.1
Bharuch,2011,1330.5,1136.1,171.8,0.1,22.5,22.5
Bharuch,2012,1393.9,780.0,611.5,0.0,2.3,2.3
Bharuch,2013,1375.6,1231.1,132.2,1.5,12.3,12.3
Bharuch,2014,1483.6,1387.5,93.6,0.1,1.0,1.0
Bharuch,2015,805.3,685.6,114.9,0.2,4.5,4.7
Bharuch,2016,619.6,556.8,19.0,0.2,43.7,43.9
Bharuch,2017,921.4,839.1,48.5,0.0,33.7,33.7
Bharuch,2018,1048.5,961.2,86.7,0.2,0.6,0.6
Bhavnagar,2000,503.1,382.2,81.2,1.3,39.4,39.6
Bhavnagar,2001,706.1,507.1,197.8,0.0,0.0,0.0
Bhavnagar,2002,407.4,379.5,5.0,0.6,22.9,22.9
Bhavnagar,2003,543.0,341.0,90.5,0.9,110.9,110.9
Bhavnagar,2004,587.6,341.4,243.9,0.1,1.3,1.4
Bhavnagar,2005,621.3,433.6,90.8,0.6,96.9,96.9
Bhavnagar,2006,425.8,194.7,141.9,0.0,88.6,88.6
Bhavnagar,2007,252.7,217.9,33.5,1.0,0.2,1.2
Bhavnagar,2008,578.7,388.0,177.8,0.0,12.9,12.9
Bhavnagar,2009,628.5,262.5,365.3,0.5,0.8,0.8
Bhavnagar,2010,595.7,487.8,106.0,0.0,1.5,1.5
Bhavnagar,2011,572.3,422.6,123.0,0.0,26.7,26.7
Bhavnagar,2012,799.8,491.9,307.4,0.0,0.5,0.5
Bhavnagar,2013,854.6,676.9,173.2,0.6,4.4,4.4
Bhavnagar,2014,1127.0,996.1,125.4,0.1,4.8,4.8
Bhavnagar,2015,825.2,736.6,74.6,0.0,14.1,14.1
Bhavnagar,2016,381.4,328.4,25.7,0.2,27.3,27.3
Bhavnagar,2017,790.1,651.4,68.8,0.0,69.6,69.6
Bhavnagar,2018,1314.2,1158.8,144.7,19.3,10.7,10.7
Bhilwara,2000,556.9,405.7,132.4,21.8,11.3,11.3
Bhilwara,2001,988.6,804.9,161.8,35.3,0.0,0.0
Bhilwara,2002,616.0,545.4,26.4,7.1,4.8,8.8
Bhilwara,2003,876.0,793.6,72.5,0.0,6.9,6.9
Bhilwara,2004,685.5,555.7,97.3,12.4,20.6,32.5
Bhilwara,2005,427.9,347.5,47.5,7.2,32.5,32.5
Bhilwara,2006,524.7,431.0,71.9,0.0,14.5,14.5
Bhilwara,2007,495.5,457.3,38.1,0.0,0.1,0.1
Bhilwara,2008,724.0,593.1,112.0,16.8,19.0,19.0
Bhilwara,2009,316.4,225.9,69.4,22.1,2.1,4.3
Bhilwara,2010,606.1,501.9,83.6,0.7,0.5,0.7
Bhilwara,2011,919.3,859.2,50.4,0.0,9.3,9.3
Bhilwara,2012,512.2,469.4,42.8,0.1,0.0,0.0
Bhilwara,2013,811.0,696.7,114.2,19.6,0.0,0.0
Bhilwara,2014,587.6,512.2,54.8,1.1,0.0,1.0
Bhilwara,2015,585.9,401.5,179.7,0.1,4.6,4.6
Bhilwara,2016,379.6,339.5,33.4,3.3,6.5,6.5
Bhilwara,2017,672.1,568.4,37.4,2.8,62.1,63.0
Bhilwara,2018,734.1,584.6,147.7,57.8,0.0,0.0
Bhind,2000,642.2,551.8,71.0,19.2,8.2,8.2
Bhind,2001,735.1,656.2,59.5,12.0,0.1,0.1
Bhind,2002,733.2,668.9,52.0,61.5,0.0,0.3
Bhind,2003,908.0,683.4,85.1,2.2,78.2,78.2
Bhind,2004,631.8,448.8,76.8,54.9,49.8,104.0
Bhind,2005,696.3,619.0,59.6,1.3,16.8,16.8
Bhind,2006,853.3,744.1,59.6,2.5,48.0,48.2
Bhind,2007,474.0,398.3,73.6,0.0,0.0,0.0
Bhind,2008,745.7,557.2,156.0,46.1,32.5,32.5
Bhind,2009,476.4,374.0,50.7,38.4,1.5,5.5
Bhind,2010,849.5,722.6,77.3,47.3,0.0,15.2
Bhind,2011,531.6,401.2,47.0,7.3,51.3,51.3
Bhind,2012,423.9,375.9,38.7,0.7,1.2,1.9
Bhind,2013,335.3,247.0,71.8,50.6,16.5,16.5
Bhind,2014,370.0,246.2,72.3,0.9,0.0,0.9
Bhind,2015,954.3,734.6,218.0,0.0,1.6,1.6
Bhind,2016,554.6,428.4,3.7,22.3,113.9,122.4
Bhind,2017,775.8,689.8,22.4,11.6,44.8,49.8
Bhind,2018,739.1,535.3,197.2,38.2,0.0,0.0
Bhiwani,2000,506.6,442.6,49.7,22.1,0.0,0.0
Bhiwani,2001,550.5,456.1,72.2,60.0,0.0,0.1
Bhiwani,2002,841.0,734.5,45.9,19.4,0.1,0.7
Bhiwani,2003,499.8,354.3,114.9,5.0,11.7,11.7
Bhiwani,2004,580.9,316.1,141.0,54.0,84.1,118.7
Bhiwani,2005,443.6,294.7,73.2,17.1,56.2,56.2
Bhiwani,2006,219.4,167.6,33.5,28.7,1.2,1.3
Bhiwani,2007,266.6,175.8,62.2,22.7,0.0,0.1
Bhiwani,2008,454.7,202.4,207.2,25.2,22.6,22.6
Bhiwani,2009,236.4,124.5,76.4,51.3,0.1,10.3
Bhiwani,2010,491.0,431.8,11.9,18.6,0.0,6.2
Bhiwani,2011,455.7,283.9,107.3,46.3,52.0,52.1
Bhiwani,2012,552.2,367.7,137.3,0.4,0.8,0.8
Bhiwani,2013,331.8,221.7,103.3,72.0,3.5,6.5
Bhiwani,2014,573.4,324.5,172.4,8.5,0.0,7.5
Bhiwani,2015,851.8,522.2,319.2,6.5,9.1,9.5
Bhiwani,2016,390.4,328.4,54.3,16.7,1.6,1.7
Bhiwani,2017,565.3,512.0,24.8,31.5,3.4,11.9
Bhiwani,2018,562.2,428.6,110.6,74.2,0.0,0.0
Bhojpur,2000,979.4,766.4,166.4,53.8,35.7,35.7
Bhojpur,2001,961.6,741.8,142.4,33.4,23.5,23.6
Bhojpur,2002,1002.8,853.6,58.7,79.4,39.1,57.1
Bhojpur,2003,964.9,670.0,178.7,5.7,54.8,54.8
Bhojpur,2004,1312.2,963.1,263.2,41.1,53.2,80.2
Bhojpur,2005,929.0,681.2,136.7,0.0,97.1,97.1
Bhojpur,2006,754.5,510.6,196.5,2.6,47.3,47.3
Bhojpur,2007,831.9,553.9,275.0,2.4,0.3,0.3
Bhojpur,2008,1060.9,722.1,199.6,19.3,136.7,136.7
Bhojpur,2009,919.2,658.8,194.4,68.6,45.9,46.7
Bhojpur,2010,1068.7,733.7,189.7,27.5,77.5,77.7
Bhojpur,2011,581.0,404.5,145.2,50.2,3.8,3.9
Bhojpur,2012,1076.9,950.5,36.4,0.0,39.9,39.9
Bhojpur,2013,1085.7,752.7,322.6,32.2,10.4,10.4
Bhojpur,2014,1722.8,1410.3,236.1,44.5,42.2,44.1
Bhojpur,2015,1385.1,929.9,394.6,0.1,17.9,17.9
Bhojpur,2016,718.5,535.9,149.3,4.4,31.8,33.0
Bhojpur,2017,739.9,562.7,106.6,107.0,67.3,67.3
Bhojpur,2018,1283.9,558.1,517.9,96.5,51.7,100.9
Bhopal,2000,1353.5,1165.1,153.7,26.5,31.5,34.2
Bhopal,2001,1551.3,1124.3,399.8,23.5,3.5,3.5
Bhopal,2002,1051.1,892.3,89.9,31.9,35.5,45.3
Bhopal,2003,1469.0,1335.2,35.2,4.1,76.4,76.4
Bhopal,2004,1419.2,1057.7,96.7,102.7,158.0,260.7
Bhopal,2005,1217.1,1005.2,179.1,95.0,32.8,32.8
Bhopal,2006,1881.2,1478.7,155.5,0.0,152.0,152.0
Bhopal,2007,882.8,756.8,125.2,5.4,0.0,0.8
Bhopal,2008,1066.4,697.2,294.8,20.3,69.7,69.7
Bhopal,2009,907.0,739.0,113.9,59.7,33.0,33.9
Bhopal,2010,1141.0,960.4,121.2,52.2,0.5,0.7
Bhopal,2011,1038.8,798.2,151.8,7.1,36.9,36.9
Bhopal,2012,1007.0,920.4,78.4,0.0,1.1,1.1
Bhopal,2013,1346.3,1206.4,129.8,20.9,9.1,10.3
Bhopal,2014,766.0,626.9,113.6,0.0,5.8,5.8
Bhopal,2015,874.4,566.4,294.3,20.3,13.8,13.8
Bhopal,2016,1201.4,826.2,66.3,54.1,249.1,288.7
Bhopal,2017,789.6,592.6,99.8,1.2,81.8,82.8
Bhopal,2018,1208.1,861.8,346.1,15.4,0.0,0.0
Bidar,2000,701.1,437.8,94.5,19.5,151.5,168.6
Bidar,2001,564.8,249.4,120.2,73.7,192.8,192.8
Bidar,2002,1058.6,476.3,240.2,0.0,268.4,268.4
Bidar,2003,988.7,759.7,97.2,5.8,131.9,131.9
Bidar,2004,761.9,371.0,152.2,27.2,206.5,233.1
Bidar,2005,1077.7,706.0,167.0,0.6,204.1,204.1
Bidar,2006,803.2,534.3,178.8,5.5,89.5,89.5
Bidar,2007,874.4,585.3,259.1,11.6,24.5,24.5
Bidar,2008,821.4,418.8,166.9,22.8,224.0,224.0
Bidar,2009,700.3,390.2,181.7,1.4,105.5,105.5
Bidar,2010,774.0,592.8,139.7,17.5,40.0,40.0
Bidar,2011,673.2,396.7,150.1,38.8,108.8,108.8
Bidar,2012,1293.5,923.3,165.5,21.5,144.4,165.9
Bidar,2013,754.7,461.2,251.4,0.0,42.2,42.2
Bidar,2014,702.1,451.9,243.1,14.2,7.1,7.1
Bidar,2015,920.9,635.4,211.6,1.5,58.1,59.6
Bidar,2016,687.9,434.7,140.9,21.1,108.1,112.2
Bidar,2017,1089.7,802.8,138.3,12.0,130.5,131.7
Bidar,2018,565.8,446.8,84.1,20.8,24.1,24.1
Bijapur,2000,581.3,271.8,68.3,52.5,201.4,241.1
Bijapur,2001,448.8,109.9,84.9,40.1,241.2,241.2
Bijapur,2002,554.7,258.5,116.6,0.0,139.5,139.5
Bijapur,2003,725.4,401.9,175.8,4.6,147.4,147.6
Bijapur,2004,457.1,199.7,108.8,27.8,116.3,144.1
Bijapur,2005,885.7,534.0,116.8,5.6,234.8,234.8
Bijapur,2006,490.2,181.0,174.5,4.1,129.2,129.2
Bijapur,2007,531.8,301.6,122.2,1.2,103.8,103.8
Bijapur,2008,529.8,306.3,32.7,6.0,189.6,189.6
Bijapur,2009,458.2,157.5,105.3,0.1,189.3,189.3
Bijapur,2010,377.9,255.3,59.0,2.8,62.8,63.4
Bijapur,2011,548.8,295.8,194.6,4.0,56.2,56.2
Bijapur,2012,797.1,532.6,134.8,2.5,123.3,125.8
Bijapur,2013,479.0,200.1,187.1,0.0,91.8,91.8
Bijapur,2014,702.2,401.5,261.8,15.0,38.9,38.9
Bijapur,2015,522.3,288.1,150.8,2.6,65.7,68.3
Bijapur,2016,961.2,494.6,187.1,31.1,270.0,279.3
Bijapur,2017,676.9,391.5,137.1,4.4,124.1,126.6
Bijapur,2018,593.7,365.7,143.1,140.0,83.0,83.0
Bijnor,2000,1122.0,801.9,253.5,78.6,17.7,17.7
Bijnor,2001,1140.6,856.5,205.6,210.8,0.0,0.0
Bijnor,2002,1549.9,1195.6,141.6,180.3,0.1,1.8
Bijnor,2003,1158.6,876.0,96.4,13.4,7.6,7.6
Bijnor,2004,559.3,368.3,174.0,58.7,2.4,3.5
Bijnor,2005,1669.2,1290.0,280.6,43.4,40.9,40.9
Bijnor,2006,1101.9,827.2,160.0,95.1,70.7,71.3
Bijnor,2007,1340.6,766.5,479.5,2.6,0.1,0.1
Bijnor,2008,780.6,478.4,296.4,94.1,3.2,3.2
Bijnor,2009,894.2,713.3,59.5,169.0,10.5,27.4
Bijnor,2010,1259.4,938.6,130.8,57.5,2.3,37.9
Bijnor,2011,969.5,741.8,155.0,63.9,50.9,50.9
Bijnor,2012,1164.1,953.1,147.2,0.8,0.0,0.0
Bijnor,2013,778.2,545.5,208.7,111.3,15.6,23.0
Bijnor,2014,977.7,604.0,239.0,3.5,27.7,30.8
Bijnor,2015,958.6,636.0,301.2,13.4,21.0,21.0
Bijnor,2016,785.4,640.3,91.8,64.5,39.8,39.8
Bijnor,2017,1464.0,1338.8,47.9,49.7,0.8,12.8
Bijnor,2018,1089.2,754.3,294.4,8.3,0.1,2.8
Bikaner,2000,236.5,162.9,66.7,14.1,0.1,0.1
Bikaner,2001,282.7,227.4,41.2,32.2,0.0,0.0
Bikaner,2002,330.1,260.9,30.3,10.3,6.7,6.7
Bikaner,2003,402.0,130.3,254.2,1.7,7.1,7.1
Bikaner,2004,401.3,165.6,116.5,32.8,99.2,117.7
Bikaner,2005,283.3,142.9,52.5,17.9,73.5,73.5
Bikaner,2006,184.0,106.7,56.3,1.7,2.9,2.9
Bikaner,2007,281.2,260.6,16.0,2.3,2.8,2.8
Bikaner,2008,271.8,146.6,120.2,1.3,2.7,2.7
Bikaner,2009,56.9,18.8,25.1,26.3,5.0,11.6
Bikaner,2010,281.4,230.8,29.8,3.1,1.2,1.2
Bikaner,2011,134.2,74.7,48.4,32.5,8.0,8.0
Bikaner,2012,285.9,188.5,64.8,0.0,0.0,0.0
Bikaner,2013,192.0,101.7,72.0,61.4,16.8,18.3
Bikaner,2014,300.9,156.1,84.3,3.8,0.3,0.5
Bikaner,2015,363.9,202.7,148.7,21.6,0.1,8.8
Bikaner,2016,192.8,129.4,50.0,4.8,0.5,0.6
Bikaner,2017,435.6,332.7,88.8,15.5,6.2,9.3
Bikaner,2018,350.1,299.3,38.4,291.1,0.0,0.0
Bilaspur,2000,1305.9,793.8,324.8,129.2,8.6,8.6
Bilaspur,2001,1355.7,1020.8,190.2,168.5,0.7,15.5
Bilaspur,2002,1334.2,983.2,181.9,166.8,6.3,15.4
Bilaspur,2003,1142.6,618.7,298.4,91.0,63.4,67.8
Bilaspur,2004,1618.0,877.0,366.3,215.3,187.3,288.1
Bilaspur,2005,1507.5,803.1,452.6,92.6,137.3,137.3
Bilaspur,2006,1013.2,646.3,264.7,112.3,0.1,9.5
Bilaspur,2007,926.6,494.3,328.1,41.4,1.3,1.3
Bilaspur,2008,943.5,490.8,386.0,118.1,7.0,25.3
Bilaspur,2009,887.3,523.1,240.5,98.6,23.8,23.9
Bilaspur,2010,1019.8,677.0,220.9,137.6,8.5,23.4
Bilaspur,2011,821.0,418.7,174.9,201.5,97.4,104.7
Bilaspur,2012,1277.7,891.6,186.6,53.2,4.5,5.3
Bilaspur,2013,1222.7,747.4,344.8,186.1,29.5,78.0
Bilaspur,2014,1261.9,717.3,372.6,130.9,11.5,34.4
Bilaspur,2015,1296.4,744.9,413.3,46.3,23.9,30.2
Bilaspur,2016,943.2,655.0,223.3,93.0,24.7,24.9
Bilaspur,2017,1154.4,721.8,235.5,129.9,37.3,104.3
Bilaspur,2018,1538.9,1054.9,408.2,181.9,0.0,12.9
Bilaspur2,2000,1136.3,961.5,156.6,3.9,15.8,15.8
Bilaspur2,2001,1765.5,1164.2,542.2,31.0,55.1,55.1
Bilaspur2,2002,1070.6,843.6,133.8,55.7,50.5,62.0
Bilaspur2,2003,1235.9,1002.8,175.4,1.4,13.6,13.6
Bilaspur2,2004,1357.5,940.3,199.2,228.1,135.0,216.7
Bilaspur2,2005,1473.8,983.2,189.8,1.0,154.3,154.3
Bilaspur2,2006,1169.2,853.7,231.4,7.9,83.1,83.1
Bilaspur2,2007,859.6,680.4,168.1,4.9,3.2,3.2
Bilaspur2,2008,1538.0,1052.3,391.0,17.7,89.9,89.9
Bilaspur2,2009,1034.7,766.3,223.4,54.5,25.9,27.3
Bilaspur2,2010,1597.4,1207.8,243.7,46.4,79.3,92.9
Bilaspur2,2011,1193.6,847.9,230.1,101.4,82.7,82.9
Bilaspur2,2012,1286.9,812.7,277.4,0.2,95.1,95.3
Bilaspur2,2013,1074.8,920.7,139.7,28.5,13.2,14.4
Bilaspur2,2014,1168.7,958.7,163.2,22.9,19.5,19.6
Bilaspur2,2015,1209.0,893.0,285.6,20.4,7.5,7.5
Bilaspur2,2016,963.0,805.8,93.5,7.1,43.2,43.3
Bilaspur2,2017,1092.4,943.7,72.9,39.8,45.0,69.0
Bilaspur2,2018,1423.9,1170.3,230.8,43.9,6.8,6.9
Birbhum (Situri),2000,1389.7,843.3,424.3,72.9,118.3,118.3
Birbhum (Situri),2001,1289.5,676.2,420.1,32.1,120.3,120.3
Birbhum (Situri),2002,1632.8,1120.4,303.1,42.9,173.1,177.1
Birbhum (Situri),2003,1353.8,784.4,431.7,21.5,98.9,98.9
Birbhum (Situri),2004,1575.6,1139.6,305.7,74.6,88.3,108.8
Birbhum (Situri),2005,1622.8,958.3,403.9,0.0,206.4,206.4
Birbhum (Situri),2006,1978.1,1312.7,504.1,38.7,161.2,161.2
Birbhum (Situri),2007,1947.4,1407.6,467.8,0.0,33.3,33.3
Birbhum (Situri),2008,1370.9,570.5,602.5,19.9,197.7,197.7
Birbhum (Situri),2009,1589.8,1004.7,485.0,39.8,80.2,80.2
Birbhum (Situri),2010,1252.1,557.3,367.3,13.8,281.8,287.7
Birbhum (Situri),2011,1557.7,833.7,447.6,56.5,267.2,268.5
Birbhum (Situri),2012,1215.1,627.3,267.9,1.4,263.3,264.7
Birbhum (Situri),2013,1547.8,1029.4,476.5,52.8,41.9,41.9
Birbhum (Situri),2014,1641.4,1170.7,344.0,33.5,73.8,73.8
Birbhum (Situri),2015,1528.4,981.9,440.7,12.6,71.6,72.3
Birbhum (Situri),2016,1256.9,848.9,286.9,5.1,109.1,109.1
Birbhum (Situri),2017,1068.3,541.7,387.4,56.6,78.8,134.1
Birbhum (Situri),2018,840.9,452.3,377.2,33.7,10.1,10.1
Bishnupur,2000,1637.7,674.7,688.0,46.4,45.2,45.2
Bishnupur,2001,1223.7,456.9,666.1,54.9,54.3,54.3
Bishnupur,2002,1534.8,698.1,599.8,21.7,182.0,182.0
Bishnupur,2003,1371.5,550.6,674.8,32.7,124.4,124.4
Bishnupur,2004,1343.4,765.9,462.5,131.6,17.5,82.4
Bishnupur,2005,1412.0,543.0,701.2,1.0,101.0,101.0
Bishnupur,2006,1377.4,683.8,506.9,50.6,173.7,185.7
Bishnupur,2007,1403.5,460.0,697.8,71.3,207.1,207.1
Bishnupur,2008,1327.5,432.9,600.4,29.7,222.8,222.8
Bishnupur,2009,1454.9,801.8,452.9,16.9,164.2,170.6
Bishnupur,2010,1401.0,682.1,525.3,65.1,120.1,183.1
Bishnupur,2011,1989.6,1114.2,697.3,37.2,174.9,176.0
Bishnupur,2012,1437.3,691.4,469.4,61.0,205.1,240.4
Bishnupur,2013,1729.0,722.7,899.2,74.6,81.2,81.5
Bishnupur,2014,2121.1,957.7,816.2,48.8,272.7,272.7
Bishnupur,2015,2112.9,1259.8,666.4,23.6,136.8,137.9
Bishnupur,2016,1022.2,510.5,325.1,15.0,164.1,164.1
Bishnupur,2017,1614.9,560.1,787.6,81.6,205.9,252.1
Bishnupur,2018,2286.3,1092.0,1103.6,117.5,54.6,55.4
Bokaro,2000,1343.5,935.6,309.4,63.1,91.9,91.9
Bokaro,2001,1788.3,1169.0,442.5,19.8,113.8,113.8
Bokaro,2002,1703.8,1328.9,207.8,43.3,139.7,147.3
Bokaro,2003,1498.0,965.1,472.0,25.7,25.3,25.3
Bokaro,2004,1677.9,1170.2,333.3,91.5,115.4,148.7
Bokaro,2005,1659.6,1123.8,291.3,20.3,166.0,186.3
Bokaro,2006,1798.8,1288.3,345.2,29.6,165.3,165.3
Bokaro,2007,1097.7,658.9,386.3,0.1,22.8,22.8
Bokaro,2008,1558.5,737.9,637.6,15.2,183.0,183.0
Bokaro,2009,1151.5,688.5,337.9,64.4,109.9,109.9
Bokaro,2010,1416.9,804.0,302.4,3.5,245.0,246.2
Bokaro,2011,1125.8,718.7,289.8,30.7,112.6,115.1
Bokaro,2012,679.2,493.1,108.0,1.0,48.9,49.9
Bokaro,2013,1224.3,913.5,300.7,71.9,10.2,10.2
Bokaro,2014,1516.9,1239.5,183.3,8.4,22.1,22.1
Bokaro,2015,1653.8,1033.2,429.2,5.7,183.0,183.0
Bokaro,2016,1074.6,801.5,176.8,10.8,88.7,90.6
Bokaro,2017,931.9,640.6,191.3,36.0,56.0,91.2
Bokaro,2018,968.2,699.2,248.9,40.6,19.5,19.5
Bongaigaon,2000,3432.5,1556.3,1482.0,67.1,226.6,229.6
Bongaigaon,2001,2397.6,731.4,1361.3,30.7,238.9,240.7
Bongaigaon,2002,3366.4,2029.7,1149.9,18.6,153.0,158.0
Bongaigaon,2003,3138.3,1688.4,1223.5,42.2,212.9,212.9
Bongaigaon,2004,2644.7,916.9,1617.1,69.6,31.1,68.5
Bongaigaon,2005,3510.8,1776.7,1473.1,0.0,228.7,228.7
Bongaigaon,2006,2603.0,1205.0,1239.3,13.6,156.5,158.9
Bongaigaon,2007,2528.5,1278.4,1181.4,15.4,53.6,57.4
Bongaigaon,2008,2398.0,939.8,1133.9,35.7,299.9,312.7
Bongaigaon,2009,2639.3,1171.5,1385.6,50.3,55.2,59.3
Bongaigaon,2010,2849.2,1011.1,1457.1,37.4,320.2,334.7
Bongaigaon,2011,3595.3,1709.1,1620.6,26.1,230.9,242.8
Bongaigaon,2012,2888.0,1280.2,1307.6,15.3,286.0,286.1
Bongaigaon,2013,2146.8,1045.6,971.1,95.9,107.0,114.9
Bongaigaon,2014,2787.6,1456.6,1086.5,54.1,156.6,156.6
Bongaigaon,2015,3099.6,1860.7,1063.6,0.0,121.1,121.1
Bongaigaon,2016,2363.6,1158.0,1004.0,1.0,200.7,201.7
Bongaigaon,2017,3240.0,1369.7,1810.7,11.7,58.8,59.6
Bongaigaon,2018,2149.1,1164.0,954.4,73.1,19.3,19.8
Budaun,2000,757.4,559.6,179.3,37.8,4.8,4.8
Budaun,2001,638.5,532.0,68.6,23.5,0.0,0.0
Budaun,2002,723.1,565.6,133.2,95.3,0.0,0.7
Budaun,2003,991.5,796.1,80.6,5.9,20.3,20.3
Budaun,2004,472.4,345.7,113.1,14.2,4.8,7.8
Budaun,2005,834.6,593.2,157.1,19.2,73.2,73.2
Budaun,2006,734.8,556.9,103.5,32.2,54.9,55.2
Budaun,2007,918.0,712.5,173.4,12.1,0.1,0.1
Budaun,2008,602.8,380.6,187.0,64.7,23.3,23.3
Budaun,2009,581.9,469.6,30.8,82.7,3.4,16.9
Budaun,2010,1140.1,990.0,74.2,30.2,0.2,6.7
Budaun,2011,610.7,389.6,135.3,36.4,62.1,62.1
Budaun,2012,870.7,672.9,158.6,2.6,0.2,2.8
Budaun,2013,750.1,507.4,213.9,89.5,27.9,28.8
Budaun,2014,709.7,457.0,161.3,2.9,0.0,2.9
